"Product_Name","Weight","Unit","Number_Per_Unit","Storage_Form","Number_Whole_Package","Art_Nr_Supplier","Article_Number","Country","GTIN","Category"
"Johannes Geil Ries Spätlese Trocken 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","9002909","729756","Tyskland","",""
"Peychaud Bitter 14,8cl","0,15 kg","X 0,148 l","X 0,148 l","VSÖ","12","X5172SC3104","724880","USA","00088004190187","Bitter"
"Dom Perignon Vintage 3L","3,00 kg","X 3 l","X 3 l","VSÖ","1","9033103","729665","Frankrike","",""
"An/2 Magnum  1,5L","1,50 kg","X 1,5 l","X 1,5 l","VSÖ","6","7086306","729178","Spanien","08437007450217",""
"Ratti Barbera d'Alba 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","9002858","729343","Italien","",""
"Erdinger Weissbier Hefe 50cl","6,00 kg","X 0,5 l","X 0,5 l","VSÖ","12","22222","729285","Tyskland","04002103227410","Veteöl"
"Santa Carolina Res Familia Carmenér 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7297601","729400","Chile","17804350005728",""
"Ibericos Magnum 1,5L","9,00 kg","X 1,5 l","X 1,5 l","VSÖ","6","X5129MT2206","729293","Spanien","08410113693631",""
"Meukow ***** 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","163010","729095","Frankrike","03257150100266","Cognac"
"Tommasi Amarone Magnum 1,5L","1,50 kg","X 1,5 l","X 1,5 l","VSÖ","6","2235006","728725","Italien","",""
"Mickey Finn Sour Raspberry 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","9019801626","728857","Nederländerna","5391397621202","Smaksatt vin"
"Terre de Mistral Reserve Côtes d Rh 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","216701","728956","Frankrike","03760038253218",""
"Zywiec 5,6% 50cl","10,00 kg","X 0,5 l","X 0,5 l","VSÖ","20","202533","728717","Polen","05901559135005","Lager"
"Cinzano Extra Dry 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","7617401","728360","Italien","08000020000389","Vermouth"
"Mickey Finn Sour Apple 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","9019797","728840","Nederländerna","5391397620205","Smaksatt vin"
"Mickey Finn Prickley Pear 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","9019800","728865","Nederländerna","5391397635209","Smaksatt vin"
"Fireball Cinnamon Whisky 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","33202","728642","Canada","07048352045013","Likör"
"Grand Marnier Rouge 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","62402","728162","Frankrike","03018300004656","Likör"
"Callia Magna Malbec 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","CA-024","728113","Argentina","",""
"Brancott Estate Sauvignon Blanc 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050066","728170","Nya Zeeland","69414024524252",""
"Karlovacko 5% 50cl","10,00 kg","X 0,5 l","X 0,5 l","VSÖ","20","202710","728147","Kroatien","03850103021597","Lager"
"St Margherita Prosecco Extra dry 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","12240002","731653","Italien","08003930062041","Prosecco"
"De Kuyper Mango 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1050556","724799","Nederländerna","08710625600012","Likör"
"Vikbo Röd Rabarber 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","186133","731422","Sverige","07350053440067","Cider"
"Mas Louise 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","46074","728394","Frankrike","",""
"Hunky Dory Sauvignon Blanc 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","9018365","731349","Nya Zeeland","",""
"Lysholms Linie Aquavit 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","5901","731539","Norge","","Kryddad sprit"
"Bacardi Oakheart 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9049846","732164","Bahamas","05010677740036","Rom"
"Giffard Crème de Violette 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","GCR029","731273","Frankrike","3180290037935","Likör"
"Tommasi Graticcio Appassionato 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","535401","730986","Italien","08004645404171",""
"De Kuyper Watermelon 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1050558","730861","Nederländerna","08710625638701","Likör"
"La Spinetta Vermentino  75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7501401","730515","Italien","",""
"Minuty Rosé Magnum 1,5L","4,50 kg","X 1,5 l","X 1,5 l","VSÖ","3","259006","730374","Frankrike","",""
"Minuty Rosé 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","259001","730366","Frankrike","",""
"Châteauneuf du Pape Le Vieux Marc 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8221901","730333","Frankrike","","Marc"
"Lucas Lewellen Cabernet Sauvignon 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X5202010401","730689","USA","20814930001150",""
"Karhu 50cl","7,50 kg","X 0,5 l","X 0,5 l","VSÖ","15","21580","731356","Sverige","","Lager"
"Carlsberg Hof pet 50cl","12,00 kg","X 0,5 l","X 0,5 l","VSÖ","24","22002","730135","Danmark","07310074761282","Lager"
"Robert Mondavi Privat Sel Pinot Noi 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1006774","730085","USA","00082100000463",""
"Hemisferio Sauvignon Blanc 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X5129MT5701","730143","Chile","18410113006100",""
"Jacquart Mosaique Brut 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7735701","730937","Frankrike","",""
"Black Stallion Cabernet Sauvignon 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","620701","730036","USA","",""
"Jacob's Creek Riesling 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050032","723643","Australien","29300727389279",""
"Longmorn 16 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","3","1050047","730028","Storbritannien","05000299228937","Single malt, Speyside"
"Hemisferio Cabernet Sauvignon 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X5129MT5501","730150","Chile","18410113006094",""
"Tommasi Ripasso Magnum 1,5L","1,50 kg","X 1,5 l","X 1,5 l","VSÖ","6","8720106","730408","Italien","",""
"Aberlour 12 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","3","1050048","730002","Storbritannien","03047100056251","Single malt, Speyside"
"Guinness burk med patron 44cl","10,56 kg","X 0,44 l","X 0,44 l","VSÖ","24","22139","733287","Irland","05000213101889","Stout"
"Laborie Classic Chardonnay 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","45107","724658","Sydafrika","",""
"Costa Negroamaro 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X50080520801","732974","Italien","08020685013340",""
"Château de Breuil VSOP 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","247","732891","Frankrike","","Calvados"
"Château Breuil Réserve Seigneurs XO 35cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8631702","732909","Frankrike","03103821204002","Calvados"
"The Dalmore King Alexander III 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8505301","732875","Storbritannien","","Single malt, Highlands"
"Costa Chardonnay 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7660901","732966","Italien","08020685013333",""
"The Dalmore 18 yo  70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8515701","732867","Storbritannien","","Single malt, Highlands"
"Jever fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","8119206","732818","Tyskland","","Lager"
"San Miguel fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","8641306","732719","Spanien","08410655001031","Lager"
"Fuller's Esb Draft fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","41082","732669","Storbritannien","07310760410821","Ale"
"Dreissigacker Riesling QBA  75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","229401","732578","Tyskland","",""
"Fullers Honey Dew fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","44911","732685","Storbritannien","07310760449111","Ale"
"Buffalo Trace Kentucky Straight 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","59501","732305","USA","00080244009984","Amerikansk Whiskey"
"Zlatopramen 50cl","10,00 kg","X 0,5 l","X 0,5 l","VSÖ","20","202560","732628","Tjeckien","8591036450058","Lager"
"Zlatopramen Half n´Half 50cl","10,00 kg","X 0,5 l","X 0,5 l","VSÖ","20","202550","732636","Tjeckien","8591036450300","Lager"
"Neiss Pinot Grigio 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X5202010701","732560","Tyskland","24260144747593",""
"Hven Organic Gin 12x10cl","1,20 kg","X 0,1 l","X 0,1 l","VSÖ","12","HVEN912","732040","Sverige","17350044859165","Gin"
"Brugal Blanco Especial 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","10360022","731810","Dominikanska republiken","07460855204450","Rom"
"Luxardo Triplum 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","NG10098","731703","Italien","08000353005112","Likör"
"Jim Beam Red Stag 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","10940102","732537","USA","5060045582485","Amerikansk Whiskey"
"Jacob's Creek Shiraz Cabernet 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050035","723635","Australien","29300727453604",""
"Hven Organic Vodka 12X10cl","1,20 kg","X 0,1 l","X 0,1 l","VSÖ","12","HVEN902","732032","Sverige","17350044859066","Okryddad sprit"
"Carlsberg Export 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","22165","735662","Danmark","7310074703336","Lager"
"Puré passionsfrukt Funkin 1kg","1,00 kg","1,00 kg/Påse","1,00 kg/Påse","Torrt","1","F10","736462","Sverige","05060065301103","Drinkmix"
"Jacob's Creek Shiraz 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050037","723619","Australien","29300727488279",""
"Fullers London Porter fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","45781","732693","Storbritannien","07310760457819","Porter"
"Puré svartvinbär Funkin 1kg","1,00 kg","1,00 kg/Påse","1,00 kg/Påse","Torrt","1","F4","736454","Sverige","05060065301042","Drinkmix"
"Gran Bajoz 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1026228","738674","Spanien","18425146000391",""
"Innis & Gunn Rum Finish 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","1159803","735464","Storbritannien","","Ale"
"Eriksberg Julöl 50cl","7,50 kg","X 0,5 l","X 0,5 l","VSÖ","15","21860","734707","Sverige","","Lager"
"Clontarf Classic Blend 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","49201","732313","Irland","05391338000219","Blended Whiskey/Whisky"
"Olmeca Altos Plata 100% Agave 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","1050271","734566","Mexico","00080432106037","Tequila"
"Nils Oscar Maltvodka 24X5cl","1,20 kg","X 0,05 l","X 0,05 l","VSÖ","24","260005","734582","Sverige","","Kryddad sprit"
"Nils Oscar Ingefära 24x5cl","1,20 kg","X 0,05 l","X 0,05 l","VSÖ","24","262005","734590","Sverige","","Kryddad sprit"
"Olmeca Altos Reposado 100% 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","1050272","734574","Mexico","00080432105528","Tequila"
"Nils Oscar Kummin 24X5cl","1,20 kg","X 0,05 l","X 0,05 l","VSÖ","24","263005","734608","Sverige","","Kryddad sprit"
"Nils Oscar India Ale fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","1120300","734269","Sverige","7330591000169","Ale"
"Laphroaig Triple Wood Single Malt 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","10990008","734129","Storbritannien","05010019636775","Single malt, Islay"
"Nils Oscar God Lager fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","1100300","734251","Sverige","7330591000916","Lager"
"Martin Miller's London Dry Gin 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1014671","734673","Storbritannien","698929000074","Gin"
"Jameson 4,5L","4,50 kg","X 4,5 l","X 4,5 l","VSÖ","1","1007267","311092","Irland","05011007021160","Blended Whiskey/Whisky"
"Vicente Gandia Brut 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7759701","734509","Spanien","","Cava"
"Château du Trignon CdR Rouge 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1050091","733618","Frankrike","",""
"De Kuyper Peach Tree 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1050571","310573","Nederländerna","08710625524707","Likör"
"Taittinger Brut Prestige Rosé 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","789801","310458","Frankrike","",""
"Black Velvet 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","1002724","310532","Canada","683899838871","Blended Whiskey/Whisky"
"Lanson Black Label 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","X5007LA0201","310599","Frankrike","3029440000286",""
"De Kuyper Crème de Menthe grön 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1050562","310383","Belgien","08710625511264","Likör"
"De Kuyper Blue Curacao  50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1050555","310375","Belgien","08710625640506","Likör"
"De Kuyper Crème de Bananes 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1050560","310359","Belgien","08710625508066","Likör"
"De Kuyper Crème de Cassis 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1050565","310342","Belgien","8710625510779","Likör"
"Skyy Vodka 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","7064901","307629","USA","00721059007009","Okryddad sprit"
"Bols Amaretto 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","10710254","311530","Nederländerna","08716000964687","Likör"
"Remy Martin XO 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","1","8010101","307645","Frankrike","03024480004522","Cognac"
"Moselland Classic Riesling Kabinett 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1007317","306886","Tyskland","04006975003639",""
"Casillero del Diablo Chardonnay 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","207501","306381","Chile","17804320256907",""
"Casillero del Diablo Cabern Sauvign 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","296201","306357","Chile","17804320303175",""
"Löitens Aquavit 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","6002","306399","Norge","","Kryddad sprit"
"Bols Crème de Cacao Brown 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","10710266","311126","Nederländerna","08716000964977","Likör"
"Cinzano Bianco 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","7619901","306316","Italien","08000020000365","Vermouth"
"Puré litchi Funkin 1kg","1,00 kg","1,00 kg/Påse","1,00 kg/Påse","Torrt","1","F3","740878","Sverige","","Drinkmix"
"Cinzano Rosso 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","7724601","306308","Italien","08000020000372","Vermouth"
"Allesverloren Shiraz 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","2900201","325696","Sydafrika","",""
"Puré körsbär Funkin 1kg","1,00 kg","1,00 kg/Påse","1,00 kg/Påse","Torrt","1","F6","744003","Sverige","05060065301097","Drinkmix"
"Hennessy XO 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","9021572","325415","Frankrike","","Cognac"
"Monin bubbelgum 70cl","0,70 kg","0,70 l/Flaska","0,70 l/Flaska","Torrt","6","M88-FL","743716","Frankrike","03052910041052","Syrups"
"Monin rörsocker 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M45","325324","Frankrike","","Syrups"
"Plymouth Gin 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1050109","325381","Storbritannien","05000299608005","Gin"
"Glenfiddich Solera 15 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","30801","318733","Storbritannien","05010327325125","Single malt, Speyside"
"Bols Strawberry 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","10710339","318535","Nederländerna","08716000965325","Likör"
"KWV Cape Brandy  70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","6942","318212","Sydafrika","6002323806370","Brandy"
"Makers Mark  70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","11040103","324772","USA","00085246342978","Amerikansk Whiskey"
"Kilkenny 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","167803","319285","Irland","5011046007514","Ale"
"Bailey's Irish Cream 20x5cl","1,00 kg","X 0,05 l","X 0,05 l","VSÖ","80","9029755","325563","Irland","5011013101016","Likör"
"Otard VSOP 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9000028","317644","Frankrike","03253781210039","Cognac"
"Bols Raspberry 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","10710328","318527","Nederländerna","08716000965363","Likör"
"Smirnoff Vodka Black ND 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9043741","317610","Storbritannien","05410316265164","Okryddad sprit"
"Rånäs Brännvin 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","1013414","316554","Sverige","5710778001479","Kryddad sprit"
"Monin röd äpple 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M7-FL","313148","Frankrike","","Syrups"
"Lanson Rosé Brut 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","X5007LA0401","312496","Frankrike","3029440000408",""
"Monin kanel 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M32","312397","Frankrike","","Syrups"
"Jim Beam Black  70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","10940151","316166","Storbritannien","05010196091534","Amerikansk Whiskey"
"Monin blåbär 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M28","312389","Frankrike","","Syrups"
"Bols Crème de Cassis 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","10710272","311555","Portugal","08716000964915","Likör"
"Jack Daniel's 10x5cl","0,50 kg","X 0,05 l","X 0,05 l","VSÖ","120","1008543","313965","USA","5099873089002","Amerikansk Whiskey"
"Château de Seguin Cuvée Prestige 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","357001","312504","Frankrike","03569190012325",""
"Torres 20 Hors d'Age 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","7034401","340364","Spanien","","Brandy"
"Piper Heidsieck Cuvée Brut 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","11440036","319087","Frankrike","03018334100003",""
"Christmann Gimmeldingen Riesling 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7334701","739839","Tyskland","04042222402022",""
"Jaime I Reserva de la Familia 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","7034501","340372","Spanien","","Brandy"
"Casillero del Diablo Chardonnay 25cl","9,00 kg","X 0,25 l","X 0,25 l","VSÖ","36","207504","336206","Chile","17804320510139",""
"Torres 10 Imperial Brandy 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","8030001","340356","Spanien","","Brandy"
"Marimar Estate Pinot Noir 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7448001","340331","USA","18410113005936",""
"Marimar Estate Chardonnay 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7449601","340349","USA","18410113005400",""
"Sierra Tequila Silver 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8038501","335422","Mexico","04062400115483","Tequila"
"De Kuyper Créme de Cacao Brown 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1050566","335349","Nederländerna","08710625508967","Likör"
"Sambuca dei Cesari 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8006602","335414","Italien","08000353000063","Likör"
"Sambuca Ramazotti 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1016966","335448","Italien","08006550317089","Likör"
"Casillero del Diablo Cabern Sauvign 25cl","9,00 kg","X 0,25 l","X 0,25 l","VSÖ","36","296204","336180","Chile","17804320510122",""
"De Kuyper Butterscotch 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1050553","335331","Nederländerna","8710625626500","Likör"
"De Kuyper Apricot Brandy 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1050551","335323","Nederländerna","08710625502750","Likör"
"De Kuyper Triple Sec 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1050550","335372","Nederländerna","08710625527258","Likör"
"Glenfiddich Ancient Reserve 18 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","3","8356901","335307","Storbritannien","05010327325132","Single malt, Speyside"
"Bollinger Special Cuvée Brut Magnum 1,5L","1,50 kg","X 1,5 l","X 1,5 l","VSÖ","3","6802","332585","Frankrike","",""
"Freixenet Carta Nevada 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X5461FR3701","330795","Spanien","8410036102012","Cava"
"Santa Helena Cabernet Sauvignon 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","46686","331793","Chile","",""
"Tullamore Dew 12x5cl","0,60 kg","X 0,05 l","X 0,05 l","VSÖ","12","52404","329326","Storbritannien","5011026108453","Blended Whiskey/Whisky"
"Beefeater Gin 12x5cl","0,60 kg","X 0,05 l","X 0,05 l","VSÖ","120","1007362","329334","Storbritannien","05000329001400","Gin"
"Puré blåbär Monin flaska 1L","1,00 kg","1,00 l/Styck","1,00 l/Styck","Torrt","4","M175","327882","Frankrike","3052911236907",""
"Courvoisier VS 12x5cl","0,60 kg","X 0,05 l","X 0,05 l","VSÖ","144","10820119","329359","Frankrike","","Cognac"
"Knob Creek 9 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","11180117","327684","USA","05060045580184","Amerikansk Whiskey"
"Speyburn Bradan Orach 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","2048201","733535","Storbritannien","","Single malt, Speyside"
"Jim Beam Rye 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","10940103","734210","USA","05060045582263","Amerikansk Whiskey"
"Mureda Blanco 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7794301","733261","Spanien","",""
"Kopparbergs Päroncider pet 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","5014","733691","Sverige","07393714501172","Cider"
"Mureda Tinto 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","3110388","733253","Spanien","18437008496358",""
"Jacob's Creek Semillon Chardonnay 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050036","723601","Australien","29300727549239",""
"Jacob's Creek Chardonnay 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050392","723346","Australien","29300727406532",""
"Drusian Prosecco di Valdobbiadene 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7606201","722967","Italien","","Prosecco"
"Max Mann Pinot Blanc 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7508101","723049","Tyskland","",""
"Blason de Bourgogne Macon-Villages 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","229501","721795","Frankrike","03443200620048",""
"Laborie Chardonnay Ldt Collection 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","45806","723320","Sydafrika","",""
"Gevrey Chambertin la Justice 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","53950112","733394","Frankrike","3491031200045",""
"Riesling Les Princes Abbés 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7049001","719963","Frankrike","13185231007326",""
"Edradour 10 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","52101","719591","Storbritannien","05010739261943","Single malt, Highlands"
"Ehmoser Hohenberg Grüner Veltliner 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7386701","721829","Österrike","09120009232750",""
"Powers Gold Label 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1050195","351338","Irland","05011007001025","Blended Whiskey/Whisky"
"Terrazas Reserva Cabernet S 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","3460040","719377","Argentina","",""
"Timmermans Framboise 25cl","6,00 kg","X 0,25 l","X 0,25 l","VSÖ","24","7142903","719583","Belgien","05411516010707","Ale"
"Cartron Triple Sec Curacao 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","7001102","351395","Ryssland","03247424100672","Likör"
"Tommasi Ripasso 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","8720101","715094","Italien","08004645305171",""
"Chivas Regal 18 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1016614","351270","Storbritannien","05000299225004","Blended Scotch"
"Monin vit chokladsås 1,89L","1,89 kg","1,89 l/Flaska","1,89 l/Flaska","Torrt","4","M104","347948","Frankrike","3052910044312","Syrups"
"Jura Diurachs Own 16 Years 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","48701","350678","Storbritannien","05010196075091","Single malt, Isle of Jura"
"Four Roses 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1007358","350264","USA","05000299101100","Amerikansk Whiskey"
"Calvados Busnel VSOP 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8330302","345058","Frankrike","03700257814104","Calvados"
"Monin mörk chokladsås 1,89L","1,89 kg","1,89 l/Flaska","1,89 l/Flaska","Torrt","4","M103","347922","Frankrike","3052910044329","Syrups"
"Moet & Chandon Jéroboam 3L","3,00 kg","X 3 l","X 3 l","VSÖ","1","9013203","343509","Frankrike","",""
"Casillero del Diablo Cabern Sauv 37,5cl","9,00 kg","X 0,375 l","X 0,375 l","VSÖ","24","296202","343517","Chile","",""
"Glenfiddich Special Reserve 12 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","44001","340935","Storbritannien","5010327000176","Single malt, Speyside"
"Kahlua 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1016754","342667","Danmark","07610594454399","Likör"
"La Cidraie 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","1007316","341883","Frankrike","3256550120416","Cider"
"Tyrconnell Single Malt 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","11370001","341651","Irland","05099357000691","Single malt, övrigt"
"Courvoisier XO 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","10820126","344580","Frankrike","03049197800090","Cognac"
"Viña Sol Piccolo 18,7cl","4,50 kg","X 0,1875 l","X 0,1875 l","VSÖ","24","X5129000204","341701","Spanien","",""
"Dooley's 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","69101","341479","Tyskland","04004752284615","Likör"
