"Product_Name","Weight","Unit","Number_Per_Unit","Storage_Form","Number_Whole_Package","Art_Nr_Supplier","Article_Number","Country","GTIN","Category"
"Jack Daniel's Tennessee Honey 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1014443","957522","USA","05099873001370","Likör"
"Tommasi Prosecco Filodora 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7766001","957480","Italien","","Prosecco"
"Ca' di Ponti Shiraz 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1026361","957076","Italien","08010471060382",""
"Andreza Reserva 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","9022850","957308","Portugal","",""
"Ca' di Ponti Catarratto 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1026359","957209","Italien","08010471062973",""
"Ca' di Ponti Nero d'Avola 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1026236","957175","Italien","08010471062980",""
"Château d'Anglès Classique Rouge 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","46692","957027","Frankrike","23760078070169",""
"Cobra 66cl","7,92 kg","X 0,66 l","X 0,66 l","VSÖ","12","13482","957316","Indien","05010038441343","Lager"
"S:t Eriks IPA 33cl","0,33 kg","X 0,33 l","X 0,33 l","VSÖ","24","UTFÖRS8818-03","M704692","Sverige","",""
"Ca' di Ponti Grillo 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1026344","957183","Italien","08010471063055",""
"FULLERS ESB      50CL      ARN","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","UTF6916","M666933","Storbritannien","",""
"Prosecco Pizzolato 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","M787001","M665828","Italien","",""
"CORONA EXTRA 35,5CL        HSW","0,35 kg","X 0,3555 l","X 0,3555 l","VSÖ","24","UTF51124","M670422","Mexico","",""
"San Miguel 33cl","0,33 kg","X 0,33 l","X 0,33 l","VSÖ","24","UTF674044","M674044","Spanien","",""
"Carlsberg Non Alcoholic Organic brk 33cl","7,92 kg","7,92 l/Kartong","7,92 l/Kartong","VSÖ","24","","M703197","Sverige","",""
"TILL returglas 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","15","UTF22538","M664409","Sverige","",""
"Peroni Nastro Azzurro 33cl","0,33 kg","X 0,33 l","X 0,33 l","VSÖ","24","UTFÖRS141803","M688515","Italien","",""
"The Bitter Truth Jerry Thom Bitter 20cl","0,20 kg","X 0,2 l","X 0,2 l","VSÖ","1","716","958603","Tyskland","04260167660059","Bitter"
"The Bitter Truth Grapefruit Bitter 20cl","0,20 kg","X 0,2 l","X 0,2 l","VSÖ","12","720","958645","Tyskland","04260167660110","Bitter"
"The Bitter Truth Creole Bitter 20cl","0,20 kg","X 0,2 l","X 0,2 l","VSÖ","12","722","958660","Tyskland","","Bitter"
"Lyngrove Collection Pinotage 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1549501","958512","Sydafrika","",""
"The Bitter Truth Orange Bitter 20cl","0,20 kg","X 0,2 l","X 0,2 l","VSÖ","12","00718","958629","Tyskland","04260167660011","Bitter"
"The Bitter Truth Lemon Bitter 20cl","0,20 kg","X 0,2 l","X 0,2 l","VSÖ","12","717","958611","Tyskland","04260167660028","Bitter"
"The Bitter Truth Aromatic Bitter 20cl","0,20 kg","X 0,2 l","X 0,2 l","VSÖ","12","721","958652","Tyskland","04260167660004","Bitter"
"Lyngrove Collection Chenin Blanc 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1524601","958504","Sydafrika","06009638241889",""
"Lyngrove Collection Shiraz 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1549601","958496","Sydafrika","08711709512504",""
"Turckheim Riesling Organic 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7258501N","958009","Frankrike","03274550517807",""
"The Bitter Truth Xocolatl Bitter 20cl","0,20 kg","X 0,2 l","X 0,2 l","VSÖ","12","719","958637","Tyskland","04260167660103","Bitter"
"Turckheim Pinot Gris Organic 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7512701","957985","Frankrike","",""
"Sofiero Pet 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","5022","958017","Sverige","","Lager"
"Schlumberger Brut 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","953459","957951","Österrike","09005702820780","Mousserande vin"
"Erdinger Weissbier Dunkel 50cl","6,00 kg","X 0,5 l","X 0,5 l","VSÖ","12","22478","955534","Tyskland","04002103227434","Veteöl"
"The Bitter Truth Celery Bitter 20cl","0,20 kg","X 0,2 l","X 0,2 l","VSÖ","12","715","958595","Tyskland","04260167660066","Bitter"
"Moet & Chandon Nectar Imperial 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","9009093","956979","Frankrike","",""
"Araldica Rive Barbera 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7324001","955096","Italien","08010471061976",""
"Amaro Montenegro 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","AMN001","955542","Italien","8000330001748","Bitter"
"Monkey 47 Gin 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1050457","955518","Tyskland","42213277","Gin"
"St Bernardus Abt 12 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","8931303","955245","Belgien","05411911001140","Ale"
"Château d'Anglès Grand Vin Rouge 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","46690","957001","Frankrike","23760078070145",""
"Pusser's Navy Rum 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","PUS001","953331","Storbritannien","0088320005110","Rom"
"Louis Bouillot Cremant Rosé 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","778101","953380","Frankrike","03174471280180","Mousserande vin"
"Grossot Chablis 1er Cru Vaucopin 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7333201","952556","Frankrike","03760181570705",""
"Bombardier 50cl","6,00 kg","X 0,5 l","X 0,5 l","VSÖ","12","152901","953422","Storbritannien","",""
"Frangelico 35cl","0,35 kg","X 0,35 l","X 0,35 l","VSÖ","12","8776602","955179","Italien","08004160681804","Likör"
"Riesling Generations Magnum 75cl","9,00 kg","X 1,5 l","X 1,5 l","VSÖ","6","9020789","952143","Tyskland","",""
"Tommasi Palanca Ripasso 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","213301","950865","Italien","",""
"Framingham Pinot Noir 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","11930002","951442","Nya Zeeland","09419031001787",""
"Clos Amador Brut Reserva 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7799101","799957","Spanien","8426998250647",""
"Purity Vodka 1L","1,00 kg","X 1 l","X 1 l","VSÖ","6","488-01","799973","Sverige","0856581003004","Okryddad sprit"
"Bernard Celebration lager 50cl","10,00 kg","X 0,5 l","X 0,5 l","VSÖ","20","1691-01","951152","Tjeckien","08594003352720","Lager"
"Château Robin Des Moines 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X50080518801","950857","Frankrike","",""
"John Lee Straight Bourbon Whiskey 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","2309229401","799932","USA","3012993050501","Amerikansk Whiskey"
"Timmermans Peche 25cl","6,00 kg","X 0,25 l","X 0,25 l","VSÖ","24","7142803","952036","Belgien","05411516010905","Ale"
"Stone White Geist Berliner Weisse 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","159715","799643","Tyskland","04260451621407","Veteöl"
"Rhum Negrita Añejo Reserve 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","2309229501","799940","Frankrike","3012993060180","Rom"
"Baron Aime Crémant Bourgogne 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1021639","798496","Frankrike","3357400680064","Mousserande vin"
"Cartron Orange Curacao 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8618502","952994","Frankrike","03247424140678","Likör"
"Marie Brizard Liqu d'Exce Raspberry 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","9227101","796003","Frankrike","03041311026768","Likör"
"Harewood Cabernet Sauvignon 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X50080559401/12","798512","Australien","",""
"Haardt Riesling Trocken 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","7264601","796300","Tyskland","4260113871010",""
"Koval Bourbon 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","00888","798488","USA","091037566478","Amerikansk Whiskey"
"O.P. Anderson Julakvavit 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","1020530","795765","Sverige","6412700085203","Kryddad sprit"
"Blossa 17 glögg 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","1023052","795757","Sverige","6412700218106","Glögg"
"Shoot Sour Cola Dummies 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","8267402","795740","Norge","07048352062720","Likör"
"O.P. Anderson Miniature Mix 10x5cl","0,50 kg","X 0,05 l","X 0,05 l","VSÖ","80","1021838","795773","Sverige","6412700058528","Kryddad sprit"
"Etna Rosso 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X5129VE0101","796292","Italien","",""
"Vega Medien Tinto Eco 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X50080562801","795443","Spanien","8437009721360",""
"Shoot Crazy Crocodile 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","8278802","795732","Norge","07048359013084","Likör"
"O.P. Anderson Petronella 12X5cl","0,60 kg","X 0,05 l","X 0,05 l","VSÖ","120","1023120","795781","Sverige","6412700058535","Kryddad sprit"
"242 Noble Vines Sauvignon Blanc 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7397201","795427","USA","10082242010938",""
"Brewdog Elvis Juice burk 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","8853915","795450","Storbritannien","05060154918014","Ale"
"Brewdog Punk IPA flaska 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","151503","795476","Storbritannien","05060154916669","Ale"
"Vega Medien Blanco Eco 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X50080562701","795435","Spanien","8437009721353",""
"La Villette Pinot Noir 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","LVPN15","795203","Frankrike","3525492024985",""
"Chante Cigale Chateau du Pape Blanc 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","223001","795187","Frankrike","3760118232997",""
"Fosilni Breg Sauvignon Blanc 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","9244101","795419","Slovenien","9120010209017",""
"Collet Blanc de Noir Champagne 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","33160800","795195","Frankrike","3226770106811",""
"Anchor Liberty Ale 35,5cl","8,52 kg","X 0,355 l","X 0,355 l","VSÖ","24","159303","795161","USA","00072783030000","Ale"
"Collosorbo Brunello di Montalcino 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","CBM12","794792","Italien","80325911809488",""
"Pascal Bouchard Amand Sauvign Blanc 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","PBSB16","795120","Frankrike","3357344862014",""
"Rosé d´Enfer Magnum 1,5L","9,00 kg","X 1,5 l","X 1,5 l","VSÖ","6","PLRE13","795138","Frankrike","3270040508140",""
"Terres d´Artagnan 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","PLTA16","795146","Frankrike","3270040319081",""
"Founders Centennial IPA 35,5cl","8,52 kg","X 0,355 l","X 0,355 l","VSÖ","24","FBCI035","794610","USA","642860600053","Ale"
"Bronx American Pale Ale burk 35,5 cl","8,52 kg","X 0,355 l","X 0,355 l","VSÖ","24","8569-15","794800","USA","856632004233","Ale"
"Rosé d´Enfer 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","PLRE16","795153","Frankrike","3270040506443",""
"Highland Park Fire 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","10200037","794537","Storbritannien","5010314303211","Single malt, Highlands"
"Ayala Brut Majeur 1,5L","1,50 kg","X 1,5 l","X 1,5 l","VSÖ","3","46617","794586","Frankrike","03113842001009","Mousserande vin"
"Founders All Day IPA 35,5cl","8,52 kg","X 0,355 l","X 0,355 l","VSÖ","24","FBAD035","794602","USA","642860600244","Ale"
"Ron Barceló Premium Blend 30 anniv 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","3","8604701","794560","Dominikanska republiken","07461323129206","Rom"
"Dalmore Vintage 2006 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","501-01","794578","Storbritannien","5013967010284","Single malt, Highlands"
"Laborie Sauvignon Blanc 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","47602","794594","Sydafrika","6002323310891",""
"Ron Barceló Imperial 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8706701","794552","Dominikanska republiken","07461323129459","Rom"
"Cointreau Blood Orange 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","8590101","794271","Frankrike","3035540009104","Likör"
"Ruppertsberger Imperial Organic 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","280101","794255","Tyskland","4005088219807",""
"JC Le Roux Vibraz Rosé 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1023436","794222","Sydafrika","16001108069167",""
"Wolfberger Riesling Signature 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","WOLFSIG16","794206","Frankrike","3221249300004",""
"Il Volano Il Molino di Grace 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","1","X5072IM0101","794172","Italien","8032542242060",""
"Amazin Zinfandel","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7253401","794289","USA","7350011140176",""
"Ramsbury Gin 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8633801","793935","Storbritannien","5060176830493","Gin"
"Brigaldara Valpolicella Ripasso 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","790970112","793893","Italien","08032610363017",""
"Diplomatico Mantuano 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","389-01","794263","Venezuela","7594003626624","Rom"
"Banks 5 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3440002","793901","Storbritannien","7610113000045","Rom"
"Gratius Il Molino Grace 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","X5072IM0401","794164","Italien","",""
"Ramsbury Vodka 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8691601","793943","Storbritannien","00634158497841","Okryddad sprit"
"Pouilly Fumé Les Chailloux 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","8741001","793869","Frankrike","",""
"Banks 7 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3440001","793919","Storbritannien","03443210401002","Rom"
"Indomita Gran Reserva Chardonnay 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X5226IN0401","793414","Chile","17809623800383",""
"Demarie Barbera d'Alba superiore 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","X5072DE0101","793851","Italien","",""
"Indomita Late Harvest 50cl","9,00 kg","X 0,5 l","X 0,5 l","VSÖ","18","X5226IN0702","793430","Chile","27809623801714",""
"Les Haut de Granget 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","381401","793877","Frankrike","",""
"Ginesta Gewürtztraminer 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7205001","793398","Spanien","",""
"Indomita Zardoz 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","655201","793448","Chile","7809623801482",""
"Finca Sophenia Reserve Malbec 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X5226FS0301","793380","Spanien","7798103866236",""
"Indomita Gran Reserva Pinot Noir 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X5226IN0501","793422","Chile","",""
"The Velvet Devil Merlot 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1014572","792754","USA","10184745000192",""
"Dalabryggeri ljus lager 50cl","10,00 kg","X 0,5 l","X 0,5 l","VSÖ","20","2","793034","Sverige","7350092080033","Lager"
"Boom Boom Syrah 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1014569","792762","USA","10184745000079",""
"Allesverloren Tinta Barocca Rosé 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7328001","793026","Sydafrika","",""
"Camins del Priorat 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X5226AP1101","793372","Spanien","68429073013016",""
"Eve Chardonnay 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1014570","792747","USA","10184745000208",""
"Marlborough Estate Rosé 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","602601","791962","Nya Zeeland","",""
"Campo Viejo Ecológica 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050490","792333","Spanien","18410302640030",""
"Livio Pavese Barbera del Monferrato 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7496001428","792739","Italien","8018232001360",""
"Absolut Mixt Cloudberry Apple 27,5cl","6,60 kg","X 0,275 l","X 0,275 l","VSÖ","24","1050487","791186","Sverige","7312040322688","Blanddryck"
"Campo Viejo Tempranillo White 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050489","792341","Spanien","8410302622787",""
"Xanté Sparkling & Pear 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1023137","791178","Sverige","16412703120076","Mousserande vin"
"Aussome Merlot 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","605201","791947","Australien","",""
"Absolut Mixt Blueberry Lime 27,5cl","6,60 kg","X 0,275 l","X 0,275 l","VSÖ","24","1050486","791194","Sverige","7312040322640","Blanddryck"
"Brancamenta 3x2cl","2,40 kg","0 X 0,02 l","0 X 0,02 l","VSÖ","120","1022581","790840","Italien","8004400023883","Bitter"
"Vilarnau Organic Brut Nature 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","773101","788182","Spanien","8410023030823","Cava"
"Raymond Reserve Select Napa V Cab 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","7331801","788166","USA","",""
"Zacapa Centenario Edicion Negra 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9045775","787689","Guatemala","7401005008634","Rom"
"Calvet Reserve Sauvignon Blanc 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7472501/6","787697","Frankrike","3159561503820",""
"Copperhead Gin 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","CHG001","787416","Belgien","5425036320017","Gin"
"Gunroom 12 Botanicals Gin","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","GRG002","787499","Storbritannien","7350048361100","Gin"
"Corvers Kauter T50 Riesling 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","48754","787408","Tyskland","4036198650143",""
"Corvers Kauter R3 Riesling 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","48753","787390","Tyskland","4036198630152",""
"Lanson Green Label Brut 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","7920801","787374","Frankrike","3029440007346",""
"Copperhead Bitter Energeticum 5cl","0,05 kg","X 0,05 l","X 0,05 l","VSÖ","1","CHG004","787341","Belgien","5425036320024","Smaksatt sprit"
"Copperhead Bitter Digestivum 5cl","0,05 kg","X 0,05 l","X 0,05 l","VSÖ","1","787333","787333","Belgien","5425036320031","Smaksatt sprit"
"Cornish Orchards Gold Cider 33cl","3,96 kg","X 0,33 l","X 0,33 l","VSÖ","12","48508","786046","Storbritannien","","Cider"
"Copperhead Bitter Aperitivum 5cl","0,05 kg","X 0,05 l","X 0,05 l","VSÖ","1","CHG002","787325","Belgien","5425036320048","Smaksatt sprit"
"Kenwood Jack London Cabernet Sauvig 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050432","787283","USA","10010986000120",""
"Drostdy Hof Cape Red Shiraz Merlot 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1000745","782631","Sydafrika","",""
"Carlsberg Hof fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","21625","782599","Sverige","7311540009006","Lager"
"Fullers Montana Red Keg fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","48426","785519","Storbritannien","","Ale"
"Estrella Damm fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","1151406","782581","Sverige","7310074786490","Lager"
"Brooklyn Lager fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","21894","782565","Sverige","7310074741321","Lager"
"Carlsberg fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","22171","782573","Sverige","7310070771766","Lager"
"Carlsberg export engångsfat 20L","20,00 kg","X 20 l","X 20 l","VSÖ","1","22172","782607","Sverige","7310074771779","Lager"
"Falcon Export fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","21623","782557","Sverige","","Lager"
"Nils Oscar Pale Ale 33cl","6,60 kg","X 0,33 l","X 0,33 l","VSÖ","20","132033","782151","Sverige","17330591000616","Ale"
"Callia Alta Pinot Grigio 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","CA-002","782078","Argentina","7798108838221",""
"Fishshot 12X2cl","0,24 kg","X 0,02 l","X 0,02 l","VSÖ","96","8972804","782110","Danmark","5703586160254","Likör"
"Lysholm Linie 90x5cl","4,50 kg","X 0,05 l","X 0,05 l","VSÖ","90","X5172AR0504","782169","Norge","","Kryddad sprit"
"D Aurum Dill Aquavit 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8626002","777755","Danmark","05712510000023","Kryddad sprit"
"Fullers Frontier burk 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","48162","782508","Storbritannien","","Lager"
"Merlin Bourgogne Rouge 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X5129ME0401","775858","Frankrike","",""
"Waltraud Riesling 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","X5129MT5101","775825","Spanien","",""
"Jägermeister 1/4 pall 70cl","700,00 kg","0 X 7 l","0 X 7 l","VSÖ","100","74901KVP","710897","Tyskland","07331031014371",""
"Galliano Amaretto 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","10900107","775866","Nederländerna","08716000966544","Likör"
"Gin Mare 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8697101/6","775791","Spanien","8411640000473","Gin"
"Diluvio Albarino 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","X5499DH0401","710709","Spanien","8437008507033",""
"Bouchard Montagny 1:er Cru 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","X5226BO3301","710747","Frankrike","3337690181663",""
"Rizieri Langhe Arneis Arvia 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","X5499RI0101","710723","Italien","8051766460173",""
"Far del Sud Vit 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","X5499DH0201","710715","Spanien","18437012917757",""
"J.P. Wiser's Triple Barrel 10yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","1050574","710699","Canada","07350011530014","Blended Whiskey/Whisky"
"G-Gin Classic 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","391101","710269","Sverige","7350064361016",""
