"Product_Name","Weight","Unit","Number_Per_Unit","Storage_Form","Number_Whole_Package","Art_Nr_Supplier","Article_Number","Country","GTIN","Category"
"Ron de Jeremy Spiced Rom 70clMonin choklad- och hasselnötssås 1,89LMonin choklad hasselnötssås 50clMonin jasmin 70clLime Sour Mix Floridas Pride 4LMonin honung 70clMonin spicy 70clMonin viol 70clYsios  75clChâteau de Beaulon 7 yo 70clChâteau de Beaulon 12 yo 70clPineau de Charentes Röd 10 yo 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","1026246","422972","Frankrike","3304116160007","Övriga Starkviner"
"Ron de Jeremy Spiced Rom 70clMonin choklad- och hasselnötssås 1,89LMonin choklad hasselnötssås 50clMonin jasmin 70clLime Sour Mix Floridas Pride 4LMonin honung 70clMonin spicy 70clMonin viol 70clYsios  75clChâteau de Beaulon 7 yo 70clChâteau de Beaulon 12 yo 70clPineau de Charentes Röd 10 yo 75clPineau de Charentes Vit 10 yo 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","1026247","422980","Frankrike","3304115160008","Övriga Starkviner"
"Ron de Jeremy Spiced Rom 70clMonin choklad- och hasselnötssås 1,89LMonin choklad hasselnötssås 50clMonin jasmin 70clLime Sour Mix Floridas Pride 4LMonin honung 70clMonin spicy 70clMonin viol 70clYsios  75clChâteau de Beaulon 7 yo 70clChâteau de Beaulon 12 yo 70clPineau de Charentes Röd 10 yo 75clPineau de Charentes Vit 10 yo 75clMenabrea Birra fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","8978206","435966","Sverige","08009076000800","Lager"
"Ron de Jeremy Spiced Rom 70clMonin choklad- och hasselnötssås 1,89LMonin choklad hasselnötssås 50clMonin jasmin 70clLime Sour Mix Floridas Pride 4LMonin honung 70clMonin spicy 70clMonin viol 70clYsios  75clChâteau de Beaulon 7 yo 70clChâteau de Beaulon 12 yo 70clPineau de Charentes Röd 10 yo 75clPineau de Charentes Vit 10 yo 75clMenabrea Birra fat 30LMonin körsbär 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M29-FL","437756","Frankrike","03052910056360","Syrups"
"Ron de Jeremy Spiced Rom 70clMonin choklad- och hasselnötssås 1,89LMonin choklad hasselnötssås 50clMonin jasmin 70clLime Sour Mix Floridas Pride 4LMonin honung 70clMonin spicy 70clMonin viol 70clYsios  75clChâteau de Beaulon 7 yo 70clChâteau de Beaulon 12 yo 70clPineau de Charentes Röd 10 yo 75clPineau de Charentes Vit 10 yo 75clMenabrea Birra fat 30LMonin körsbär 70clMojito classic 1L","7,32 kg","6,00 l/Kartong","6,00 l/Kartong","Torrt","6","438341","438341","Spanien","18436538103651","Drinkmix"
"Ron de Jeremy Spiced Rom 70clMonin choklad- och hasselnötssås 1,89LMonin choklad hasselnötssås 50clMonin jasmin 70clLime Sour Mix Floridas Pride 4LMonin honung 70clMonin spicy 70clMonin viol 70clYsios  75clChâteau de Beaulon 7 yo 70clChâteau de Beaulon 12 yo 70clPineau de Charentes Röd 10 yo 75clPineau de Charentes Vit 10 yo 75clMenabrea Birra fat 30LMonin körsbär 70clMojito classic 1LMonin chocolate cookie 70cl","0,70 kg","0,70 l/Flaska","0,70 l/Flaska","Torrt","6","M97-FL","438788","Frankrike","03052910041144","Syrups"
"Ron de Jeremy Spiced Rom 70clMonin choklad- och hasselnötssås 1,89LMonin choklad hasselnötssås 50clMonin jasmin 70clLime Sour Mix Floridas Pride 4LMonin honung 70clMonin spicy 70clMonin viol 70clYsios  75clChâteau de Beaulon 7 yo 70clChâteau de Beaulon 12 yo 70clPineau de Charentes Röd 10 yo 75clPineau de Charentes Vit 10 yo 75clMenabrea Birra fat 30LMonin körsbär 70clMojito classic 1LMonin chocolate cookie 70clMonin popcorn 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M179","440719","Frankrike","3052911250668","Syrups"
"Ron de Jeremy Spiced Rom 70clMonin choklad- och hasselnötssås 1,89LMonin choklad hasselnötssås 50clMonin jasmin 70clLime Sour Mix Floridas Pride 4LMonin honung 70clMonin spicy 70clMonin viol 70clYsios  75clChâteau de Beaulon 7 yo 70clChâteau de Beaulon 12 yo 70clPineau de Charentes Röd 10 yo 75clPineau de Charentes Vit 10 yo 75clMenabrea Birra fat 30LMonin körsbär 70clMojito classic 1LMonin chocolate cookie 70clMonin popcorn 70clRose's Lime Cordial Mixer 57cl","3,42 kg","3,42 l/Kartong","3,42 l/Kartong","Torrt","6","253378","440909","Danmark","05701125253955","Drinkmix"
"Ron de Jeremy Spiced Rom 70clMonin choklad- och hasselnötssås 1,89LMonin choklad hasselnötssås 50clMonin jasmin 70clLime Sour Mix Floridas Pride 4LMonin honung 70clMonin spicy 70clMonin viol 70clYsios  75clChâteau de Beaulon 7 yo 70clChâteau de Beaulon 12 yo 70clPineau de Charentes Röd 10 yo 75clPineau de Charentes Vit 10 yo 75clMenabrea Birra fat 30LMonin körsbär 70clMojito classic 1LMonin chocolate cookie 70clMonin popcorn 70clRose's Lime Cordial Mixer 57clFrancos Lemon S&S 4L","4,00 kg","4,00 l/Styck","4,00 l/Styck","Torrt","12","8-43","442103","USA","00076381234570","Drinkmix"
"Ron de Jeremy Spiced Rom 70clMonin choklad- och hasselnötssås 1,89LMonin choklad hasselnötssås 50clMonin jasmin 70clLime Sour Mix Floridas Pride 4LMonin honung 70clMonin spicy 70clMonin viol 70clYsios  75clChâteau de Beaulon 7 yo 70clChâteau de Beaulon 12 yo 70clPineau de Charentes Röd 10 yo 75clPineau de Charentes Vit 10 yo 75clMenabrea Birra fat 30LMonin körsbär 70clMojito classic 1LMonin chocolate cookie 70clMonin popcorn 70clRose's Lime Cordial Mixer 57clFrancos Lemon S&S 4LPuré grönt äpple Monin 1L","1,00 kg","1,00 l/Styck","1,00 l/Styck","Torrt","4","M124","442533","Frankrike","03052911144790","Syrups"
"Ron de Jeremy Spiced Rom 70clMonin choklad- och hasselnötssås 1,89LMonin choklad hasselnötssås 50clMonin jasmin 70clLime Sour Mix Floridas Pride 4LMonin honung 70clMonin spicy 70clMonin viol 70clYsios  75clChâteau de Beaulon 7 yo 70clChâteau de Beaulon 12 yo 70clPineau de Charentes Röd 10 yo 75clPineau de Charentes Vit 10 yo 75clMenabrea Birra fat 30LMonin körsbär 70clMojito classic 1LMonin chocolate cookie 70clMonin popcorn 70clRose's Lime Cordial Mixer 57clFrancos Lemon S&S 4LPuré grönt äpple Monin 1LMonin iste hallon 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M59-FL","447920","Frankrike","03052910015695","Syrups"
"Ron de Jeremy Spiced Rom 70clMonin choklad- och hasselnötssås 1,89LMonin choklad hasselnötssås 50clMonin jasmin 70clLime Sour Mix Floridas Pride 4LMonin honung 70clMonin spicy 70clMonin viol 70clYsios  75clChâteau de Beaulon 7 yo 70clChâteau de Beaulon 12 yo 70clPineau de Charentes Röd 10 yo 75clPineau de Charentes Vit 10 yo 75clMenabrea Birra fat 30LMonin körsbär 70clMojito classic 1LMonin chocolate cookie 70clMonin popcorn 70clRose's Lime Cordial Mixer 57clFrancos Lemon S&S 4LPuré grönt äpple Monin 1LMonin iste hallon 70clCandysticks 135mm 100st","1,30 kg","100 /Styck","100 /Styck","Torrt","1","503-2","455246","Storbritannien","03052910015695","Övrigt"
